"Command","Description","URL"
"tbl(1)","format tables for troff","./man1/tbl.1.html"
"tc-bfifo(8)","Packet limited First In, First Out queue","./man8/tc-bfifo.8.html"
"tc-cbq-details(8)","Class Based Queueing","./man8/tc-cbq-details.8.html"
"tc-cbq(8)","Class Based Queueing","./man8/tc-cbq.8.html"
"tc-choke(8)","choose and keep scheduler","./man8/tc-choke.8.html"
"tc-codel(8)","Controlled-Delay Active Queue Management algorithm","./man8/tc-codel.8.html"
"tc-drr(8)","deficit round robin scheduler","./man8/tc-drr.8.html"
"tc-ematch(8)","extended matches for use with ""basic"" or ""flow"" filters","./man8/tc-ematch.8.html"
"tc-fq_codel(8)","Fair Queuing (FQ) with Controlled Delay (CoDel)","./man8/tc-fq_codel.8.html"
"tc-hfsc(7)","Hierarchical Fair Service Curve","./man7/tc-hfsc.7.html"
"tc-hfsc(8)","Hierarchical Fair Service Curve's control under linux","./man8/tc-hfsc.8.html"
"tc-htb(8)","Hierarchy Token Bucket","./man8/tc-htb.8.html"
"tc-mqprio(8)","Multiqueue Priority Qdisc (Offloaded Hardware QOS)","./man8/tc-mqprio.8.html"
"tc-netem(8)","Network Emulator","./man8/tc-netem.8.html"
"tc-pfifo(8)","Packet limited First In, First Out queue","./man8/tc-pfifo.8.html"
"tc-pfifo_fast(8)","three-band first in, first out queue","./man8/tc-pfifo_fast.8.html"
"tc-pie(8)","Proportional Integral controller-Enhanced AQM algorithm","./man8/tc-pie.8.html"
"tc-prio(8)","Priority qdisc","./man8/tc-prio.8.html"
"tc-red(8)","Random Early Detection","./man8/tc-red.8.html"
"tc-sfb(8)","Stochastic Fair Blue","./man8/tc-sfb.8.html"
"tc-sfq(8)","Stochastic Fairness Queueing","./man8/tc-sfq.8.html"
"tc-stab(8)","Generic size table manipulations","./man8/tc-stab.8.html"
"tc-tbf(8)","Token Bucket Filter","./man8/tc-tbf.8.html"
"tc(8)","show / manipulate traffic control settings","./man8/tc.8.html"
"tcdrain(3)","get and set terminal attributes, line control, get and set baud rate","./man3/tcdrain.3.html"
"tcflow(3)","get and set terminal attributes, line control, get and set baud rate","./man3/tcflow.3.html"
"tcflush(3)","get and set terminal attributes, line control, get and set baud rate","./man3/tcflush.3.html"
"tcgetattr(3)","get and set terminal attributes, line control, get and set baud rate","./man3/tcgetattr.3.html"
"tcgetpgrp(3)","get and set terminal foreground process group","./man3/tcgetpgrp.3.html"
"tcgetsid(3)","get session ID","./man3/tcgetsid.3.html"
"tcp(7)","TCP protocol","./man7/tcp.7.html"
"tcpdump(1)","dump traffic on a network","./man1/tcpdump.1.html"
"tcsendbreak(3)","get and set terminal attributes, line control, get and set baud rate","./man3/tcsendbreak.3.html"
"tcsetattr(3)","get and set terminal attributes, line control, get and set baud rate","./man3/tcsetattr.3.html"
"tcsetpgrp(3)","get and set terminal foreground process group","./man3/tcsetpgrp.3.html"
"tdelete(3)","manage a binary tree","./man3/tdelete.3.html"
"tdestroy(3)","manage a binary tree","./man3/tdestroy.3.html"
"tee(1)","read from standard input and write to standard output and files","./man1/tee.1.html"
"tee(2)","duplicating pipe content","./man2/tee.2.html"
"telinit(8)","Change SysV runlevel","./man8/telinit.8.html"
"telldir(3)","return current location in directory stream","./man3/telldir.3.html"
"telnet-probe(1)","lightweight telnet-like port probe","./man1/telnet-probe.1.html"
"tempnam(3)","create a name for a temporary file","./man3/tempnam.3.html"
"term(5)","format of compiled term file.","./man5/term.5.html"
"term(7)","conventions for naming terminal types","./man7/term.7.html"
"termcap(5)","terminal capability database","./man5/termcap.5.html"
"terminal-colors.d(5)","Configure output colorization for various utilities","./man5/terminal-colors.d.5.html"
"terminfo(5)","terminal capability data base","./man5/terminfo.5.html"
"termio(7)","System V terminal driver interface","./man7/termio.7.html"
"termios(3)","get and set terminal attributes, line control, get and set baud rate","./man3/termios.3.html"
"term_variables(3x)","curses terminfo global variables","./man3/term_variables.3x.html"
"test(1)","check file types and compare values","./man1/test.1.html"
"textdomain(3)","set domain for future gettext() calls","./man3/textdomain.3.html"
"tfind(3)","manage a binary tree","./man3/tfind.3.html"
"tfmtodit(1)","create font files for use with groff -Tdvi","./man1/tfmtodit.1.html"
"tftpd(8)","Trivial File Transfer Protocol server","./man8/tftpd.8.html"
"tgamma(3)","true gamma function","./man3/tgamma.3.html"
"tgammaf(3)","true gamma function","./man3/tgammaf.3.html"
"tgammal(3)","true gamma function","./man3/tgammal.3.html"
"tgkill(2)","send a signal to a thread","./man2/tgkill.2.html"
"thread-keyring(7)","Per-thread keyring","./man7/thread-keyring.7.html"
"time(1)","time a simple command or give resource usage","./man1/time.1.html"
"time(2)","get time in seconds","./man2/time.2.html"
"time(7)","overview of time and timers","./man7/time.7.html"
"time.conf(5)","configuration file for the pam_time module","./man5/time.conf.5.html"
"timedatectl(1)","Control the system time and date","./man1/timedatectl.1.html"
"timegm(3)","inverses of gmtime and localtime","./man3/timegm.3.html"
"timelocal(3)","inverses of gmtime and localtime","./man3/timelocal.3.html"
"timeout(1)","run a command with a time limit","./man1/timeout.1.html"
"timeradd(3)","timeval operations","./man3/timeradd.3.html"
"timerclear(3)","timeval operations","./man3/timerclear.3.html"
"timercmp(3)","timeval operations","./man3/timercmp.3.html"
"timer_create(2)","create a POSIX per-process timer","./man2/timer_create.2.html"
"timer_delete(2)","delete a POSIX per-process timer","./man2/timer_delete.2.html"
"timerfd_create(2)","timers that notify via file descriptors","./man2/timerfd_create.2.html"
"timerfd_gettime(2)","timers that notify via file descriptors","./man2/timerfd_gettime.2.html"
"timerfd_settime(2)","timers that notify via file descriptors","./man2/timerfd_settime.2.html"
"timer_getoverrun(2)","get overrun count for a POSIX per-process timer","./man2/timer_getoverrun.2.html"
"timer_gettime(2)","arm/disarm and fetch state of POSIX per-process timer","./man2/timer_gettime.2.html"
"timerisset(3)","timeval operations","./man3/timerisset.3.html"
"timer_settime(2)","arm/disarm and fetch state of POSIX per-process timer","./man2/timer_settime.2.html"
"timersub(3)","timeval operations","./man3/timersub.3.html"
"times(2)","get process times","./man2/times.2.html"
"timesyncd.conf(5)","Network Time Synchronization configuration files","./man5/timesyncd.conf.5.html"
"timesyncd.conf.d(5)","Network Time Synchronization configuration files","./man5/timesyncd.conf.d.5.html"
"timezone(3)","initialize time conversion information","./man3/timezone.3.html"
"tis-620(7)","ISO 8859-11 character set encoded in octal, decimal, and hexadecimal","./man7/tis-620.7.html"
"tkill(2)","send a signal to a thread","./man2/tkill.2.html"
"tload(1)","graphic representation of system load average","./man1/tload.1.html"
"tmpfile(3)","create a temporary file","./man3/tmpfile.3.html"
"tmpfiles.d(5)","Configuration for creation, deletion and cleaning of volatile and temporary files","./man5/tmpfiles.d.5.html"
"tmpnam(3)","create a name for a temporary file","./man3/tmpnam.3.html"
"tmpnam_r(3)","create a name for a temporary file","./man3/tmpnam_r.3.html"
"tmux(1)","terminal multiplexer","./man1/tmux.1.html"
"toascii(3)","convert character to ASCII","./man3/toascii.3.html"
"togglesebool(8)","flip the current value of a SELinux boolean","./man8/togglesebool.8.html"
"tolower(3)","convert uppercase or lowercase","./man3/tolower.3.html"
"tolower_l(3)","convert uppercase or lowercase","./man3/tolower_l.3.html"
"top(1)","display Linux processes","./man1/top.1.html"
"touch(1)","change file timestamps","./man1/touch.1.html"
"toupper(3)","convert uppercase or lowercase","./man3/toupper.3.html"
"toupper_l(3)","convert uppercase or lowercase","./man3/toupper_l.3.html"
"towctrans(3)","wide-character transliteration","./man3/towctrans.3.html"
"towlower(3)","convert a wide character to lowercase","./man3/towlower.3.html"
"towlower_l(3)","convert a wide character to lowercase","./man3/towlower_l.3.html"
"towupper(3)","convert a wide character to uppercase","./man3/towupper.3.html"
"towupper_l(3)","convert a wide character to uppercase","./man3/towupper_l.3.html"
"tpmtool(1)","GnuTLS TPM tool","./man1/tpmtool.1.html"
"tput(1)","initialize a terminal or query terminfo database","./man1/tput.1.html"
"tr(1)","translate or delete characters","./man1/tr.1.html"
"trace-cmd-check-events(1)","parse the event formats on local system","./man1/trace-cmd-check-events.1.html"
"trace-cmd-extract(1)","extract out the data from the Ftrace Linux tracer.","./man1/trace-cmd-extract.1.html"
"trace-cmd-hist(1)","show histogram of events in trace.dat file","./man1/trace-cmd-hist.1.html"
"trace-cmd-list(1)","list available plugins, events or options for Ftrace.","./man1/trace-cmd-list.1.html"
"trace-cmd-listen(1)","listen for incoming connection to record tracing.","./man1/trace-cmd-listen.1.html"
"trace-cmd-mem(1)","show memory usage of certain kmem events","./man1/trace-cmd-mem.1.html"
"trace-cmd-options(1)","list available options from trace-cmd plugins","./man1/trace-cmd-options.1.html"
"trace-cmd-profile(1)","profile tasks running live","./man1/trace-cmd-profile.1.html"
"trace-cmd-record(1)","record a trace from the Ftrace Linux internal tracer","./man1/trace-cmd-record.1.html"
"trace-cmd-report(1)","show in ASCII a trace created by trace-cmd record","./man1/trace-cmd-report.1.html"
"trace-cmd-reset(1)","turn off all Ftrace tracing to bring back full performance","./man1/trace-cmd-reset.1.html"
"trace-cmd-restore(1)","restore a failed trace record","./man1/trace-cmd-restore.1.html"
"trace-cmd-show(1)","show the contents of the Ftrace Linux kernel tracing buffer.","./man1/trace-cmd-show.1.html"
"trace-cmd-snapshot(1)","take, reset, free, or show a Ftrace kernel snapshot","./man1/trace-cmd-snapshot.1.html"
"trace-cmd-split(1)","split a trace.dat file into smaller files","./man1/trace-cmd-split.1.html"
"trace-cmd-stack(1)","read, enable or disable Ftrace Linux kernel stack tracing.","./man1/trace-cmd-stack.1.html"
"trace-cmd-start(1)","start the Ftrace Linux kernel tracer without recording","./man1/trace-cmd-start.1.html"
"trace-cmd-stat(1)","show the status of the tracing (ftrace) system","./man1/trace-cmd-stat.1.html"
"trace-cmd-stop(1)","stop the Ftrace Linux kernel tracer from writing to the ring buffer.","./man1/trace-cmd-stop.1.html"
"trace-cmd-stream(1)","stream a trace to stdout as it is happening","./man1/trace-cmd-stream.1.html"
"trace-cmd(1)","interacts with Ftrace Linux kernel internal tracer","./man1/trace-cmd.1.html"
"trace-cmd.dat(5)","trace-cmd file format","./man5/trace-cmd.dat.5.html"
"tracepath(8)","traces path to a network host discovering MTU along this path","./man8/tracepath.8.html"
"traceroute(8)","print the route packets trace to network host","./man8/traceroute.8.html"
"traceroute6(8)","traces path to a network host","./man8/traceroute6.8.html"
"trafgen(8)","a fast, multithreaded network packet generator","./man8/trafgen.8.html"
"troff(1)","the troff processor of the groff text formatting system","./man1/troff.1.html"
"true(1)","do nothing, successfully","./man1/true.1.html"
"trunc(3)","round to integer, toward zero","./man3/trunc.3.html"
"truncate(1)","shrink or extend the size of a file to the specified size","./man1/truncate.1.html"
"truncate(2)","truncate a file to a specified length","./man2/truncate.2.html"
"truncate64(2)","truncate a file to a specified length","./man2/truncate64.2.html"
"truncf(3)","round to integer, toward zero","./man3/truncf.3.html"
"truncl(3)","round to integer, toward zero","./man3/truncl.3.html"
"tsearch(3)","manage a binary tree","./man3/tsearch.3.html"
"tset(1)","terminal initialization","./man1/tset.1.html"
"tsort(1)","perform topological sort","./man1/tsort.1.html"
"tty(1)","print the file name of the terminal connected to standard input","./man1/tty.1.html"
"tty(4)","controlling terminal","./man4/tty.4.html"
"tty_ioctl(4)","ioctls for terminals and serial lines","./man4/tty_ioctl.4.html"
"ttyname(3)","return name of a terminal","./man3/ttyname.3.html"
"ttyname_r(3)","return name of a terminal","./man3/ttyname_r.3.html"
"ttyS(4)","serial terminal lines","./man4/ttyS.4.html"
"ttyslot(3)","find the slot of the current user's terminal in some file","./man3/ttyslot.3.html"
"ttytype(5)","terminal device to default terminal type mapping","./man5/ttytype.5.html"
"tune2fs(8)","adjust tunable filesystem parameters on ext2/ext3/ext4 filesystems","./man8/tune2fs.8.html"
"tunelp(8)","set various parameters for the lp device","./man8/tunelp.8.html"
"tuxcall(2)","unimplemented system calls","./man2/tuxcall.2.html"
"twalk(3)","manage a binary tree","./man3/twalk.3.html"
"tzfile(5)","timezone information","./man5/tzfile.5.html"
"tzname(3)","initialize time conversion information","./man3/tzname.3.html"
"tzselect(8)","select a timezone","./man8/tzselect.8.html"
"tzset(3)","initialize time conversion information","./man3/tzset.3.html"
"ualarm(3)","schedule signal after given number of microseconds","./man3/ualarm.3.html"
"udev(7)","Dynamic device management","./man7/udev.7.html"
"udev.conf(5)","Configuration for device event managing daemon","./man5/udev.conf.5.html"
"udevadm(8)","udev management tool","./man8/udevadm.8.html"
"udp(7)","User Datagram Protocol for IPv4","./man7/udp.7.html"
"udplite(7)","Lightweight User Datagram Protocol","./man7/udplite.7.html"
"ugetrlimit(2)","get/set resource limits","./man2/ugetrlimit.2.html"
